Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,1.139.15,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""Sobre o problema da leishmaniose no estado de São Paulo"", proferida na Associação Paulista de Medicina",São Paulo (SP),s.d.,,,,,A Gazeta,,,,,
SBP,1.139.16,Entrevista,Unitária,Recife (PE),set/40,Impressão,Papel,Folha,,Português,1,1,1f,José Coutinho,Autor,,,,,Participação em comissão,Chefia da comissão de estudos e profilaxia da Leishmaniose do Departamento de Saúde de São Paulo ,São Paulo (SP),1940,,,,,Diário de Pernambuco,,,,,
SBP,1.139.17,Notícia,Unitária,Porto Alegre (RS),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em bancas,"Examinador do concurso para provimento da cadeira de Parasitologia, na Faculdade de Medicina de Porto Alegre",Porto Alegre (RS),23/09/1940 - 26/09/1940 ,,,,,,,,,,
SBP,1.139.18,Notícia,Unitária,São Paulo (SP),11/12/1940,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Formatura,"Paraninfo da turma de doutorandos de 1940, da Faculdade de Medicina da Universidade de São Paulo ",São Paulo (SP),11/12/1940,,,,,Correio da Manhã,,,,,
SBP,1.139.19,Notícia,Unitária,São Paulo (SP),07/02/1941 - 09/02/1941,Impressão,Papel,Folha,,Português,1,1,3f,Samuel Barnsley Pessoa,Autor,,,,,Formatura,"Paraninfo da turma de doutorandos de 1940, da Faculdade de Medicina da Universidade de São Paulo ",São Paulo (SP),11/12/1940,,,,,Diário de Pernambuco,,,,,
SBP,1.139.20,Notícia,Unitária,São Paulo (SP),4/12/1942,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,Folha da Manhã,,,,,
SBP,1.139.21,Dedicatória,Unitária,s.l.,jan/43,Impressão,papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,Revista de Medicina,,,,,
SBP,1.139.22,Notícia,Unitária,São Paulo (SP),4/10/1942,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,O Estado de São Paulo,,,,,
SBP,1.139.23,Entrevista,Unitária,São Paulo (SP),13/4/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,Polêmica,"Criação de uma Escola de Higiene em São Paulo, destinada à formação de sanitaristas ",São Paulo (SP),1943,A Gazeta,,,,,
SBP,1.140.1,Discurso,Unitária,São Paulo (SP),4/3/1934,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,Inauguração,Inauguração do Dispensário Modelo de Tracoma de Ribeirão Preto,Ribeirão Preto (SP),4/3/1943,A Tarde,,,,,
SBP,1.140.2,Notícia,Unitária,São Paulo (SP),5/3/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,Inauguração,Inauguração do Dispensário Modelo de Tracoma de Ribeirão Preto,Ribeirão Preto (SP),4/3/1943,O Estado de São Paulo,,,,,
SBP,1.140.3,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,A Noite,,,,,
SBP,1.140.4,Entrevista,Unitária,São Paulo (SP),11/3/1943,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,A Gazeta,,,,,
SBP,1.140.5,Notícia,Unitária,São Paulo (SP),16/12/1942,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1942 - 1946,,,,,O Estado de São Paulo,,,,,
SBP,1.140.6,Resenha,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,,,,,,
SBP,1.141.1,Cartão de cumprimentos,Unitária,s.l.,s.d.,Manuscritura,Papel,Folha,,Português,1,1,1f,Maria Guiomar Ramos,Signatário,,,,,Aniversário,72º aniversário de Samuel Barnsley Pessoa,São Paulo (SP),1970,,,,,,,,,,
SBP,1.142.1,Desenho,Unitária,s.l.,s.d.,Manuscritura,Papel,Folha,,Português,1,1,2f,Dulce Helena Álvares Pessoa,Autor,,,,,Relacionamento familiar,-,São Paulo (SP),s.d.,,,,,,,,,,
SBP,1.143.1,Cartão de boas festas,Unitária,s.l.,dez/72,Manuscritura,Papel,Folha,,Português,1,1,1f,Amélia Império Hamburger,Signatário,,,,,Relacionamento social,-,São Paulo (SP),1972,,,,,,,,,,
SBP,1.143.2,Cartão de boas festas,Unitária,s.l.,4/12/1964,Manuscritura,Papel,Folha,,Português,1,1,1f,Zilton de Araújo Andrade,Signatário,,,,,Relacionamento social,-,São Paulo (SP),1964,,,,,,,,,,Anexo: fotografia
SBP,1.143.3,Discurso,Unitária,São Paulo (SP),1976,Impressão,Papel,Folha,,Português,1,1,1f,Liberato John Alphonse Di Dio,Autor,,,,,Aniversário,Comemoração do 30º aniversário de formatura da turma de 1945 da Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),12/12/1975,,,,,,,,,,
SBP,1.143.4,Carta de condolências,Unitária,São Paulo (SP),3/11/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Luis Roberto Tommasi,Signatário,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.143.5,Carta de condolências,Unitária,São Paulo (SP),25/1/1977,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Elinor Fortes Silva,Signatário,Jovina Álvares Pessoa,Destinatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.143.6,Carta de notícias,Unitária,São Paulo (SP),6/7/1964,Manuscritura,Papel,Folha,,Português,1,1,1f,Clélia Álvares,Signatário,,,,,Relacionamento familiar,-,São Paulo (SP),1964,,,,,,,,,,
SBP,1.144.1,Discurso,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,4f,Samuel Barnsley Pessoa,Autor,Frederico Lane,Autor,,,Premiação,"Prêmio Oscar Freire, por trabalho realizado em colaboração com Frederico Lane",São Paulo (SP),1940,,,,,Archivos da Sociedade de Medicina Legal e Criminologia ,,,,"PESSOA, S.B.; LANE, F. Discurso dos Drs. Profs. Samuel B. Pessoa e Frederico Lane. Archivos da Sociedade de Medicina Legal e Cirurgia, São Paulo, p. 175-181, s.d.",
SBP,1.144.2,Discurso,Unitária,São Paulo (SP),s.d.,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,4f,Samuel Barnsley Pessoa,Autor,Frederico Lane,Autor,,,Premiação,"Prêmio Oscar Freire, por trabalho realizado em colaboração com Frederico Lane",São Paulo (SP),1940,,,,,Archivos da Sociedade de Medicina Legal e Criminologia ,,,,"PESSOA, S.B.; LANE, F. Discurso dos Drs. Profs. Samuel B. Pessoa e Frederico Lane. Archivos da Sociedade de Medicina Legal e Cirurgia, São Paulo, p. 175-181, s.d.",
SBP,1.144.3,Artigo,Unitária,Goiânia (GO),1974,Impressão,Papel,Folha,,Português,1,1,3f,Samuel Barnsley Pessoa,Autor,Pérsio de Biasi,Autor,,,Publicação,"""Nota sobre a formação de cistos esporogônicos de Hepatozoon sp., parasita da Leimadophis poccilogyrus (Weidi), (serpentes: Colubridae) em sanguessuga experimentalmente infectada""",Goiânia (GO),1974,,,,,Revista de Patologia Tropical,,,,"PESSOA, S.B.; BIASI, P. Nota sobre a formação de cistos esporogônicos de Hepatozoon sp., parasita da Leimadophis poccilogyrus (Weidi), (serpentes: Colubridae) em sanguessuga experimentalmente infectada. Revista de Patologia Tropical, Goiânia, v. 2, n. 3, p. 221-224, 1974. ",
SBP,1.145.1,Retrato,Unitária,São Paulo (SP),jan/43,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/12/1944,Homenagem,Homenagem prestada a Samuel Barnsley Pessoa pelos alunos da Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),jan/43,Revista de Medicina,,,,,
SBP,1.145.2,Retrato,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Homenagem prestada a Samuel Barnsley Pessoa pelo periódico São Paulo Médico,São Paulo (SP),s.d.,,,,,São Paulo Médico,,,,,
SBP,1.145.3,Resenha,Unitária,s.l.,s.d.,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,4f,Henry Harold Scott,Autor,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,Tropical Diseases Bulletin,,,,,
SBP,1.145.4,Discurso,Unitária,s.l.,s.d.,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,2f,Amílcar Vianna Martins ,Autor,,,,,Homenagem,Homenagem prestada pela Sociedade de Biologia de Minas Gerais a Samuel Barnsley Pessoa,s.l.,s.d.,,,,,,,,,,
SBP,1.145.5,Artigo,Unitária,s.l.,mar/50,Datilografia,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Escolas básicas e escolas de cúpula no ensino médico""",São Paulo (SP),mar/50,,,,,Fundamentos,,,,"PESSOA, S.B. Escolas básicas e escolas de cúpula no ensino médico. Fundamentos, São Paulo, ano II, n. 13, mar. 1950. ",Documento incompleto
SBP,1.146.1,Carta de agradecimento,Unitária,São Paulo (SP),30/11/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Signatário,Fernando Proença Gouvêa ,Destinatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.146.2,Editorial,Unitária,São Paulo (SP),3/10/1976,Impressão,Papel,Folha,,Português,1,1,6f,Marcelo O. A. Corrêa,Autor,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,"Conservação: deterioração da impressão, com prejuízo de leitura"
SBP,1.147.1,Discurso,Unitária,s.l.,1976,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,11f,Zilton de Araújo Andrade,Autor,,,,,Homenagem póstuma,-,s.l.,s.d.,,,,,,,,,,
SBP,1.147.2,Discurso,Unitária,s.l.,s.d.,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,Zilton de Araújo Andrade,Autor,,,,,Homenagem póstuma,-,s.l.,s.d.,,,,,,,,,,
SBP,1.148.1,Informativo,Unitária,Pequim (China),7/1/1976,Impressão,Papel,Folha,,Espanhol,1,1,8f,,,,,,,Militância,-,s.l.,s.d.,,,,,Pekin Informa,,,,,
SBP,1.149.1,Informativo,Unitária,Pequim (China),28/1/1976,Impressão,Papel,Folha,,Espanhol,1,1,10f,,,,,,,Militância,-,s.l.,s.d.,,,,,Pekin Informa,,,,,
SBP,1.150.1,Necrológio,Unitária,São Paulo (SP),out/76,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Saúde em Debate,,,,,
SBP,1.151.1,Carta de pedido de intercessão,Unitária,São Paulo (SP),8/9/1976,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,Raymundo Martins de Castro,Autor,Luiz Carlos Cucé,Autor,Simão Cohen,Autor,Homenagem póstuma,-,São Paulo (SP),1976,,,,,,,,,,
SBP,1.151.2,Voto ,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,-,s.l.,s.d.,,,,,,,,,,
SBP,1.151.3,Carta de notícias,Unitária,Paris (França),s.d.,Manuscritura,Papel,Folha,,Português,1,1,1f,Luizito (?),Signatário,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,,,,,,
SBP,1.151.4,Convite,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Mario Scott,Signatário,,,,,Inauguração,Cerimônia de inauguração da sede do Partido Comunista do Brasil ,s.l.,s.d.,,,,,,,,,,
SBP,1.151.5,Cartão de visita,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Identificação,-,s.l.,s.d.,,,,,,,,,,
SBP,1.151.6,Cartão de cumprimentos,Unitária,s.l.,28/5/1964,Manuscritura,Papel,Folha,,Português,1,1,1f,Fernão Vitor Pessoa de Almeida Ramos,Signatário,Maria Guiomar Pessoa de Almeida Ramos,Signatário,Nuno Álvares Pessoa de Almeida Ramos,Signatário,Aniversário,Comemoração do 66º aniversário de Samuel Barnsley Pessoa,São Paulo (SP),31/5/1964,,,,,,,,,,
SBP,1.152.1,Coletânia de fotografias,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Chinês ,1,1,13f, -,,,,,,Viagem,Viagem à China,,1952/1958,,,,,,,,,,
SBP,1.153.1,Revista,Unitária,Lisboa (Portugal),jan/76,Impressão,Papel,Folha,,Português,1,1,13f,,,,,,,Militância,-,s.l.,s.d.,,,,,Seara Nova,,,,,
SBP,1.154.1,Revista,Unitária,Lisboa (Portugal),fev/76,Impressão,Papel,Folha,,Português,1,1,13f,,,,,,,Militância,-,s.l.,s.d.,,,,,Seara Nova,,,,,
SBP,1.155.1,Carta de condolências,Unitária,Goiânia (GO),1/11/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Margarida Dobler Komma,Signatário,Universidade Federal de Goiás. Instituto de Patologia Tropical,Remetente,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.2,Carta de agradecimento,Unitária,São Paulo (SP),14/12/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Margarida Dobler Komma,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.3,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Raymundo Martins de Castro,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.4,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Inglês,1,1,1f,Royal Society of Tropical Medicine and Hygiene,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.5,Carta de agradecimento,Unitária,São Paulo (SP),26/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Eurípedes Garcia,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Faculdade de Medicina de Itajubá,,,,,
SBP,1.155.6,Carta de condolências,Unitária,Itajubá (MG),19/10/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Eurípedes Garcia,Signatário,Faculdade de Medicina de Itajubá,Remetente,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Faculdade de Medicina de Itajubá,,,,,
SBP,1.155.7,Carta de condolências,Unitária,São Paulo (SP),3/11/1976,"Datilografia, Impressão, Manuscritura",Papel,Folha,,Português,1,2,1f,Luiz Roberto Tommasi,Signatário,Universidade de São Paulo. Instituto Oceanográfico ,Remetente,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.8,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,José Pedro Leite Cordeiro,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Academia Paulista de Letras,,,,,
SBP,1.155.9,Carta de condolências,Unitária,São Paulo (SP),17/9/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,José Pedro Leite Cordeiro,Signatário,Academia Paulista de Letras,Remetente,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.10,Carta de condolências,Unitária,Fortaleza (CE),28/9/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Geraldo Wilson da Silveira Gonçalves,Signatário,Universidade Federal do Ceará. Centro de Ciências da Saúde,Remetente,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.155.11,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Geraldo Wilson da Silveira Gonçalves,Destinatário,Jovina Álvares Pessoa,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Universidade Federal do Ceará. Centro de Ciências da Saúde,,,,,
SBP,1.156.1,Carta de condolências,Unitária,São Paulo (SP),8/10/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Associação dos Funcionários Públicos do Estado de São Paulo,Remetente,José Caccáos,Signatário,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.2,Carta de condolências,Unitária,Ribeirão Preto (SP),15/9/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Faculdade de Farmácia e Odontologia de Ribeirão Preto,Remetente,Jaime Monteiro de Barros,Signatário,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.3,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Signatário,Jaime Monteiro de Barros,Destinatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.4,Carta de condolências,Unitária,São Paulo (SP),21/9/1976,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Academia de Medicina de São Paulo ,Remetente,Luis Marques de Assis,Signatário,Jovina Álvares Pessoa,Destinatário,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.5,Carta de agradecimento,Unitária,São Paulo (SP),8/10/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Signatário,Luis Marques de Assis,Destinatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.6,Necrológio,Unitária,São Paulo (SP),dez/76,Datilografia,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.7,Telegrama de agradecimento,Unitária,São Paulo (SP),s.d.,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Signatário,Universidade Federal do Espírito Santo. Faculdade de Medicina,Destinatário,,,Homenagem póstuma,-,s.l.,s.d.,,,,,,,,,,
SBP,1.156.8,Carta de agradecimento,Unitária,São Paulo (SP),out/76,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Signatário,"Hospital do Servidor Público do Estado de São Paulo ""Francisco Morato de Oliveira""",Destinatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.156.9,Carta de condolências,Unitária,São Paulo (SP),7/9/1976,Datilografia,Papel,Folha,,Português,1,1,1f,Jovina Álvares Pessoa,Destinatário,Nelsão,Signatário,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.157.1,Bibliografia,Unitária,s.l.,s.d.,Manuscritura,Papel,Folha,,Português,1,1,1f,,,,,,,?,,,,,,,,,,,,,
SBP,1.157.2,Carta de declinação de convite,Unitária,São Paulo (SP),1/6/1976,Manuscritura,Papel,Folha,,Português,1,1,1f,Lea Ferreira Camillo Coura,Destinatário,,,,,Publicação,"Capítulo sobre infestações por helmintos raros do homem, em livro organizado por Lea Ferreira Camillo Coura",s.l.,s.d.,,,,,,,,,,
SBP,1.157.3,Necrológio,Unitária,São Paulo (SP),11/10/1976,Impressão,Papel,Folha,,Português,1,1,1f,David Capistrano da Costa Filho,Autor,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,1.157.4,Dedicatória,Unitária,Cidade do México (México),abr/69,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Homenagem,Homenagem prestada pela Revista Latinoamericana de Microbiologia y Parasitologia a Samuel Barnsley Pessoa,Cidade do México (México),abr/69,,,,,,,,,,
SBP,1.157.5,Carta de pedido de auxílio,Unitária,Belo Horizonte (MG),jun/76,Manuscritura,Papel,Folha,,Português,1,1,1f,Noêmio Martins Cardoso,Autor,José Hamilton ,Autor,,, - , - ,,,,,,,,,,,,
SBP,1.157.5,Carta de pedido de auxílio,Unitária,Belo Horizonte (MG),15/6/1976,Manuscritura,Papel,Folha,,Português,1,1,1f,Noemio Martins Cardoso ,Signatário,José Hamilton ,Signatário,,,?,,,,,,,,,,,,,
SBP,1.157.6,Carta de encaminhamento,Unitária,Curitiba (PR) ,22/8/1974,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Dalton Ramalho Weigl ,Signatário,,,,,Relacionamento profissional,-,São Paulo (SP),1974,,,,,Universidade Federal do Paraná. Centro de Microscopia Eletrônica,,,,,Ver 1.161.2
SBP,1.158.1,Artigo,Unitária,São Paulo (SP),1956,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Os perigos das nuvens radioativas""",São Paulo (SP),1956,,,,,Horizontes do Mundo,,,"PESSOA, S.B. Os perigos das nuvens radioativas. Horizontes do Mundo, São Paulo, n. 4, 1956. ",,
